City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
276,Chengde,CN,2021-10-24 21:26:21,40.9725,117.9361,44.71,70,100,1.72
277,Seymchan,RU,2021-10-24 21:26:21,62.8833,152.4333,3.47,85,100,4.27
278,Zhigansk,RU,2021-10-24 21:26:22,66.7697,123.3711,8.91,98,76,5.28
279,Dalby,AU,2021-10-24 21:26:22,-27.1833,151.2667,69.98,68,80,1.01
280,Maxixe,MZ,2021-10-24 21:26:22,-23.8597,35.3472,72.61,91,100,5.73
281,Sayyan,YE,2021-10-24 21:26:22,15.1718,44.3244,55.04,24,17,3.36
282,Kodinar,IN,2021-10-24 21:26:23,20.7903,70.7031,76.84,72,0,4.99
283,Muzhi,RU,2021-10-24 21:26:23,65.3667,64.6667,24.66,82,95,6.67
284,Lagoa,PT,2021-10-24 21:24:14,39.05,-27.9833,65.84,70,15,9.86
285,Fougamou,GA,2021-10-24 21:26:23,-1.2154,10.5838,73.87,99,83,2.44
286,Isangel,VU,2021-10-24 21:26:24,-19.55,169.2667,80.71,69,34,5.75
287,Ellenabad,IN,2021-10-24 21:26:24,29.45,74.65,68.04,79,0,3.15
288,Nouadhibou,MR,2021-10-24 21:26:24,20.931,-17.0347,71.58,68,84,16.11
289,Goya,AR,2021-10-24 21:26:25,-29.14,-59.2626,79.0,30,2,4.03
290,Kokopo,PG,2021-10-24 21:26:25,-4.352,152.2633,79.02,72,100,2.73
291,Aleksandrov Gay,RU,2021-10-24 21:26:25,50.147,48.5704,44.65,54,90,5.79
292,Cayenne,GF,2021-10-24 21:21:50,4.9333,-52.3333,82.44,87,90,5.01
293,Barras,BR,2021-10-24 21:24:21,-4.2444,-42.2944,79.57,76,80,1.48
294,Malangali,TZ,2021-10-24 21:26:26,-8.5667,34.85,70.54,49,19,11.83
295,Thisted,DK,2021-10-24 21:26:26,56.9552,8.6949,48.09,3,100,16.13
296,Jiaonan,CN,2021-10-24 21:26:26,35.8786,119.9753,42.82,58,0,3.8
297,Morgan City,US,2021-10-24 21:23:06,29.6994,-91.2068,82.99,83,93,12.21
298,Nisia Floresta,BR,2021-10-24 21:24:33,-6.0911,-35.2086,81.41,75,58,8.23
299,Den Helder,NL,2021-10-24 21:24:51,52.9599,4.7593,51.78,87,90,9.22
300,State College,US,2021-10-24 21:24:47,40.7934,-77.86,56.41,83,90,1.01
301,Jalingo,NG,2021-10-24 21:26:27,8.8833,11.3667,79.54,68,87,3.91
302,Da Nang,VN,2021-10-24 21:26:27,16.0678,108.2208,73.38,94,75,5.75
303,La Plata,AR,2021-10-24 21:24:00,-34.9215,-57.9545,76.77,28,0,10.04
304,Kubrat,BG,2021-10-24 21:26:28,43.8,26.5,47.28,55,41,4.12
305,Petrozavodsk,RU,2021-10-24 21:24:56,61.7849,34.3469,26.06,80,89,6.71
306,Abu Kamal,SY,2021-10-24 21:24:00,34.4506,40.9171,69.87,27,4,5.48
307,Meulaboh,ID,2021-10-24 21:26:28,4.1363,96.1285,74.66,92,100,5.12
308,Srandakan,ID,2021-10-24 21:26:28,-7.9386,110.2506,77.92,83,85,5.48
309,Hambantota,LK,2021-10-24 21:26:00,6.1241,81.1185,79.14,94,40,4.61
310,Daye,CN,2021-10-24 21:26:29,30.0833,114.95,56.25,66,98,0.98
311,Dingle,PH,2021-10-24 21:21:33,10.9995,122.6711,75.16,92,100,3.13
312,Cabedelo,BR,2021-10-24 21:26:29,-6.9811,-34.8339,81.27,73,64,9.53
313,Broken Hill,AU,2021-10-24 21:26:29,-31.95,141.4333,53.31,43,0,10.36
314,Yelizovo,RU,2021-10-24 21:26:30,53.1873,158.3805,23.14,80,0,8.95
315,Camocim,BR,2021-10-24 21:26:30,-2.9022,-40.8411,82.99,66,72,17.25
316,San Ignacio,BZ,2021-10-24 21:26:30,17.1561,-89.0714,95.14,55,40,4.61
317,Gamba,GA,2021-10-24 21:26:30,-2.65,10.0,76.93,91,100,4.85
318,Port Macquarie,AU,2021-10-24 21:26:31,-31.4333,152.9167,66.88,76,24,0.85
319,Xining,CN,2021-10-24 21:24:23,36.6167,101.7667,41.14,73,93,1.28
320,Shingu,JP,2021-10-24 21:25:21,33.7333,135.9833,60.37,95,100,6.98
321,Russell,US,2021-10-24 21:26:31,32.3502,-85.1999,74.8,79,75,0.0
322,Kaeo,NZ,2021-10-24 21:26:31,-35.1,173.7833,67.32,86,22,0.85
323,Mahanoro,MG,2021-10-24 21:26:32,-19.9,48.8,76.05,90,67,10.31
324,Port Blair,IN,2021-10-24 21:26:32,11.6667,92.75,80.08,81,100,4.79
325,Tianpeng,CN,2021-10-24 21:26:32,30.9866,103.9393,57.67,82,100,1.41
326,Port-Gentil,GA,2021-10-24 21:26:33,-0.7193,8.7815,80.56,83,75,8.05
327,Labuhan,ID,2021-10-24 21:26:16,-6.8844,112.2051,78.49,84,41,7.29
328,Udachnyy,RU,2021-10-24 21:26:33,66.4167,112.4,19.22,98,100,3.83
329,Koboko,UG,2021-10-24 21:26:33,3.4136,30.9599,66.16,78,33,1.54
330,Kodiak,US,2021-10-24 21:26:34,57.79,-152.4072,49.51,71,90,6.91
331,Mehamn,NO,2021-10-24 21:26:34,71.0357,27.8492,26.51,76,86,5.97
332,Esso,RU,2021-10-24 21:26:34,55.9333,158.7,12.25,95,65,5.44
333,Roald,NO,2021-10-24 21:26:35,62.5833,6.1333,52.09,93,75,11.5
334,Ambovombe,MG,2021-10-24 21:26:35,-25.1667,46.0833,71.89,93,15,7.7
335,Mundo Nuevo,MX,2021-10-24 21:26:35,18.7,-95.5,84.24,73,31,5.93
336,Nantucket,US,2021-10-24 21:26:35,41.2835,-70.0995,55.96,60,1,10.36
337,Vermilion,US,2021-10-24 21:26:36,40.1667,-87.7506,61.92,97,90,1.01
338,Grand-Lahou,CI,2021-10-24 21:26:36,5.1367,-5.0242,77.72,87,88,6.29
339,Lovozero,RU,2021-10-24 21:26:36,68.005,35.0117,22.59,90,53,10.54
340,San Roque,ES,2021-10-24 21:26:37,36.2107,-5.3842,67.03,83,20,11.5
341,River Falls,US,2021-10-24 21:26:20,44.8614,-92.6238,50.4,66,100,13.71
342,Yulara,AU,2021-10-24 21:23:31,-25.2406,130.9889,60.64,51,0,9.22
343,Osakarovka,KZ,2021-10-24 21:26:37,50.565,72.5692,38.41,57,54,9.89
344,Adre,TD,2021-10-24 21:26:37,13.4667,22.2,81.01,22,15,15.41
345,Zhanaozen,KZ,2021-10-24 21:26:38,43.3,52.8,52.41,29,6,8.19
346,Sasykoli,RU,2021-10-24 21:26:38,47.5515,46.9968,51.44,41,100,9.93
347,Diamantino,BR,2021-10-24 21:26:38,-14.4086,-56.4461,72.91,95,99,8.84
348,Maldonado,UY,2021-10-24 21:26:39,-34.6667,-54.9167,70.99,60,0,10.45
349,Maypangdan,PH,2021-10-24 21:26:39,11.6519,125.4503,78.3,87,100,2.53
350,Salalah,OM,2021-10-24 21:26:39,17.0151,54.0924,75.29,78,0,4.61
351,Bellefontaine,US,2021-10-24 21:26:39,40.3612,-83.7597,57.13,98,100,1.99
352,Grand Gaube,MU,2021-10-24 21:26:40,-20.0064,57.6608,74.37,71,88,5.01
353,Ukiah,US,2021-10-24 21:25:01,39.1502,-123.2078,57.13,94,90,5.75
354,Shimoda,JP,2021-10-24 21:26:40,34.6667,138.95,60.91,72,100,10.13
355,San Miguel,SV,2021-10-24 21:26:40,13.4833,-88.1833,94.48,70,40,3.44
356,Nelson Bay,AU,2021-10-24 21:26:30,-32.7167,152.15,65.1,78,29,1.99
357,Bonavista,CA,2021-10-24 21:26:41,48.6499,-53.1147,56.12,91,67,21.45
358,Bokoro,TD,2021-10-24 21:26:41,12.3807,17.0568,90.34,22,6,7.23
359,Kharan,PK,2021-10-24 21:26:41,28.5833,65.4167,64.47,12,0,4.0
360,Hasaki,JP,2021-10-24 21:26:42,35.7333,140.8333,48.6,53,13,7.11
361,Fort Frances,CA,2021-10-24 21:23:38,48.5999,-93.4003,44.82,61,20,4.0
362,Port Hedland,AU,2021-10-24 21:26:42,-20.3167,118.5667,69.85,52,7,11.5
363,Pochutla,MX,2021-10-24 21:26:43,15.7432,-96.4661,86.83,62,99,7.61
364,Svirsk,RU,2021-10-24 21:26:43,53.0858,103.3325,38.23,69,96,5.12
365,Gijon,ES,2021-10-24 21:26:43,43.5357,-5.6615,59.25,90,92,3.0
366,Dzilam Gonzalez,MX,2021-10-24 21:26:43,21.2833,-88.9333,85.42,68,98,4.99
367,Nishihara,JP,2021-10-24 21:26:44,26.1842,127.7558,72.68,89,40,5.75
368,Ames,US,2021-10-24 21:25:38,42.0347,-93.6199,46.94,96,90,11.01
369,Gravdal,NO,2021-10-24 21:26:44,68.1214,13.5031,38.71,96,100,16.8
370,Ngaoundere,CM,2021-10-24 21:26:44,7.3167,13.5833,65.93,92,92,1.86
371,Payson,US,2021-10-24 21:24:09,40.0444,-111.7321,61.0,65,90,3.44
372,Xuddur,SO,2021-10-24 21:26:45,4.1213,43.8894,75.99,76,54,14.07
373,Farroupilha,BR,2021-10-24 21:26:45,-29.225,-51.3478,64.24,54,20,3.0
374,Porto Walter,BR,2021-10-24 21:26:45,-8.2686,-72.7439,94.41,39,100,6.44
375,Alta Floresta,BR,2021-10-24 21:21:56,-9.8756,-56.0861,83.14,62,78,5.12
376,Linxi,CN,2021-10-24 21:26:46,39.7,118.4333,48.4,70,30,4.25
377,San Ramon,US,2021-10-24 21:26:44,37.7799,-121.978,63.21,94,90,3.0
378,Dunedin,NZ,2021-10-24 21:26:46,-45.8742,170.5036,59.81,78,87,5.99
379,Catuday,PH,2021-10-24 21:26:47,16.2923,119.8062,78.8,76,100,8.97
380,Williamsburg,US,2021-10-24 21:25:27,37.2707,-76.7075,76.77,60,1,6.91
381,Miri,MY,2021-10-24 21:26:47,4.4148,114.0089,77.14,94,40,3.44
382,Rio Gallegos,AR,2021-10-24 21:26:47,-51.6226,-69.2181,48.25,27,40,37.98
383,Cabano,PH,2021-10-24 21:26:47,10.5869,122.7002,78.17,87,100,3.42
384,Vanimo,PG,2021-10-24 21:26:48,-2.6741,141.3028,77.61,88,87,4.0
385,Lisala,CD,2021-10-24 21:26:48,2.15,21.5167,70.92,99,100,1.3
386,Alindao,CF,2021-10-24 21:26:48,5.0267,21.2088,72.5,96,98,6.96
387,Talaya,RU,2021-10-24 21:26:49,61.3833,152.75,6.15,92,100,2.68
388,Malartic,CA,2021-10-24 21:26:49,48.1335,-78.1328,42.91,90,99,2.46
389,College,US,2021-10-24 21:26:49,64.8569,-147.8028,28.2,89,90,3.44
390,Malchin,DE,2021-10-24 21:26:49,53.7333,12.7833,46.04,79,50,9.4
391,Ous,RU,2021-10-24 21:26:50,60.9058,61.5186,33.75,99,100,2.66
392,Darhan,MN,2021-10-24 21:26:50,49.4867,105.9228,35.38,57,26,3.06
393,Port Lincoln,AU,2021-10-24 21:26:50,-34.7333,135.8667,53.46,72,0,13.18
394,Belaya Gora,RU,2021-10-24 21:26:51,68.5333,146.4167,-0.71,98,100,0.78
395,Atikokan,CA,2021-10-24 21:26:51,48.7555,-91.6216,43.16,48,65,7.34
396,Ust-Maya,RU,2021-10-24 21:26:51,60.4167,134.5333,27.41,98,100,4.18
397,Tambura,SS,2021-10-24 21:25:18,5.6,27.4667,73.65,77,63,3.02
398,Karabash,RU,2021-10-24 21:26:52,55.4808,60.2157,38.5,82,64,9.48
399,Sao Joao Dos Patos,BR,2021-10-24 21:26:52,-6.495,-43.7022,79.68,71,100,3.33
400,Langub,PH,2021-10-24 21:26:52,10.7981,123.5372,78.69,83,100,3.33
401,Katsuura,JP,2021-10-24 21:26:52,35.1333,140.3,55.51,63,58,6.24
402,Mezen,RU,2021-10-24 21:26:53,65.8522,44.24,27.68,86,52,11.59
403,Kaduqli,SD,2021-10-24 21:26:53,11.0167,29.7167,86.25,34,86,4.12
404,Sitio Novo Do Tocantins,BR,2021-10-24 21:26:53,-5.5183,-47.4611,82.94,67,70,2.15
405,Aklavik,CA,2021-10-24 21:26:54,68.2191,-135.0107,23.83,92,96,2.84
406,Bilibino,RU,2021-10-24 21:26:54,68.0546,166.4372,-21.05,100,91,3.33
407,Sokoto,NG,2021-10-24 21:26:54,13.0609,5.239,87.22,16,20,5.82
408,Adrar,MR,2021-10-24 21:26:55,20.5022,-10.0711,86.47,21,2,5.5
409,Biloela,AU,2021-10-24 21:26:55,-24.4167,150.5,76.53,57,85,2.8
410,Bonthe,SL,2021-10-24 21:26:55,7.5264,-12.505,79.09,83,100,6.02
411,Southbridge,US,2021-10-24 21:26:55,42.0751,-72.0334,58.32,57,30,4.0
412,Dongsheng,CN,2021-10-24 21:26:56,39.8161,109.9776,42.98,41,100,6.82
413,Murray Bridge,AU,2021-10-24 21:26:56,-35.1167,139.2667,51.69,81,0,2.59
414,Ornskoldsvik,SE,2021-10-24 21:26:56,63.2909,18.7153,33.62,100,75,2.3
415,Micheweni,TZ,2021-10-24 21:25:14,-4.9667,39.8333,77.58,80,6,7.31
416,Moerai,PF,2021-10-24 21:23:10,-22.4333,-151.3333,72.66,66,1,14.47
417,Kandrian,PG,2021-10-24 21:24:51,-6.2167,149.55,79.02,82,58,3.44
418,Portland,US,2021-10-24 21:23:00,45.5234,-122.6762,57.61,89,75,1.99
419,Ulaangom,MN,2021-10-24 21:26:57,49.9811,92.0667,31.95,71,18,0.58
420,North Myrtle Beach,US,2021-10-24 21:26:57,33.816,-78.68,79.09,67,1,1.99
421,Muscat,OM,2021-10-24 21:26:57,23.6139,58.5922,82.42,60,11,6.2
422,Leh,IN,2021-10-24 21:26:58,34.1667,77.5833,29.77,88,100,4.7
423,Alugan,PH,2021-10-24 21:26:58,12.2188,125.4808,79.09,83,100,7.52
424,Batabano,CU,2021-10-24 21:26:58,22.7164,-82.2881,86.72,70,99,9.53
425,Ostrovnoy,RU,2021-10-24 21:26:59,68.0531,39.5131,34.2,72,43,17.13
426,Olinda,BR,2021-10-24 21:26:59,-8.0089,-34.8553,82.13,69,20,5.75
427,Myaundzha,RU,2021-10-24 21:26:59,63.0494,147.1858,-5.06,98,92,2.44
428,Atambua,ID,2021-10-24 21:26:59,-9.1061,124.8925,75.52,83,100,1.72
429,North Bend,US,2021-10-24 21:27:00,43.4065,-124.2243,58.86,82,75,17.27
430,Biak,ID,2021-10-24 21:27:00,-0.9131,122.8766,76.14,74,92,2.86
431,Faya,SA,2021-10-24 21:27:00,18.3851,42.4509,57.72,47,7,3.0
432,Sinnamary,GF,2021-10-24 21:27:01,5.3833,-52.95,78.3,91,100,11.77
433,Nakusp,CA,2021-10-24 21:27:01,50.2499,-117.8023,51.48,81,100,0.0
434,Kozhevnikovo,RU,2021-10-24 21:27:02,56.2589,83.9714,47.25,88,100,8.43
435,Lazaro Cardenas,MX,2021-10-24 21:22:58,17.9583,-102.2,77.23,93,100,8.37
436,Ayan,RU,2021-10-24 21:27:03,56.45,138.1667,39.27,76,61,6.06
437,Luba,GQ,2021-10-24 21:27:03,3.4568,8.5547,78.69,86,76,6.11
438,Isla Vista,US,2021-10-24 21:27:03,34.4133,-119.861,75.25,72,1,8.05
439,Maceio,BR,2021-10-24 21:22:39,-9.6658,-35.7353,81.84,83,0,9.22
440,Sept-Iles,CA,2021-10-24 21:26:02,50.2001,-66.3821,49.05,87,75,1.01
441,Jinchang,CN,2021-10-24 21:27:04,38.4953,102.1739,45.3,47,98,2.89
442,Ginir,ET,2021-10-24 21:27:04,7.1333,40.7,58.05,46,71,5.14
443,Marfino,RU,2021-10-24 21:27:04,55.7028,37.3822,33.1,80,0,8.95
444,Atasu,KZ,2021-10-24 21:27:05,48.6814,71.6433,41.04,52,40,5.41
445,Kulhudhuffushi,MV,2021-10-24 21:27:05,6.6221,73.07,81.91,79,84,13.4
446,Northam,GB,2021-10-24 21:27:05,51.0333,-4.2167,58.08,91,12,13.02
447,Alice Town,BS,2021-10-24 21:27:06,25.7167,-79.3,81.19,79,100,11.36
448,Itaituba,BR,2021-10-24 21:27:06,-4.2761,-55.9836,82.56,83,40,4.61
449,Luderitz,NA,2021-10-24 21:27:06,-26.6481,15.1594,60.04,67,0,7.92
450,Edd,ER,2021-10-24 21:27:06,13.9297,41.6925,85.32,66,11,15.05
451,Bud,US,2021-10-24 21:27:07,39.447,-86.1758,76.12,98,100,11.92
452,Derzhavinsk,KZ,2021-10-24 21:27:07,51.1,66.3167,45.52,44,100,15.26
453,Turan,VN,2021-10-24 21:26:27,16.0678,108.2208,73.38,94,75,5.75
454,Talara,PE,2021-10-24 21:27:07,-4.5772,-81.2719,72.36,73,0,13.8
455,Tiarei,PF,2021-10-24 21:23:10,-17.5333,-149.3333,77.02,92,100,15.39
456,Tarija,BO,2021-10-24 21:27:08,-21.5355,-64.7296,66.11,45,75,6.91
457,Nuevitas,CU,2021-10-24 21:27:08,21.5453,-77.2644,89.04,71,99,8.3
458,Nchelenge,ZM,2021-10-24 21:27:08,-9.3451,28.734,75.09,70,94,2.73
459,Whitianga,NZ,2021-10-24 21:27:09,-36.8333,175.7,65.01,96,99,7.7
460,Liuzhou,CN,2021-10-24 21:27:09,24.3126,109.3892,59.23,66,0,6.78
461,Mandalgovi,MN,2021-10-24 21:27:09,45.7625,106.2708,33.78,46,23,11.68
462,Harper,LR,2021-10-24 21:23:24,4.375,-7.7169,77.7,86,98,6.8
463,Port Harcourt,NG,2021-10-24 21:26:19,4.7774,7.0134,77.65,85,36,4.79
464,Atlantic City,US,2021-10-24 21:27:10,39.3643,-74.4229,64.44,61,1,8.05
465,Havoysund,NO,2021-10-24 21:22:11,70.9963,24.6622,27.48,81,69,12.21
466,Manaure,CO,2021-10-24 21:27:10,11.7751,-72.4445,89.78,54,40,18.66
467,Taltal,CL,2021-10-24 21:22:20,-25.4,-70.4833,63.32,69,23,4.0
468,Springbok,ZA,2021-10-24 21:27:10,-29.6643,17.8865,61.5,25,0,8.28
469,Sitka,US,2021-10-24 21:27:07,57.0531,-135.33,49.89,62,40,0.0
470,Joensuu,FI,2021-10-24 21:27:11,62.6012,29.7632,32.49,81,20,1.99
471,Tura,IN,2021-10-24 21:27:11,25.5198,90.2201,66.81,96,10,2.77
472,Voznesenye,RU,2021-10-24 21:27:11,61.0106,35.4781,29.64,76,53,8.12
473,Kuito,AO,2021-10-24 21:27:12,-12.3833,16.9333,62.29,88,100,4.92
474,Chara,RU,2021-10-24 21:27:12,56.9064,118.2631,27.97,66,100,1.95
475,Ust-Omchug,RU,2021-10-24 21:27:12,61.15,149.6333,11.1,96,100,4.14
476,Quelimane,MZ,2021-10-24 21:27:13,-17.8786,36.8883,77.72,86,2,8.39
477,Bergen,NO,2021-10-24 21:27:13,60.392,5.328,52.65,97,75,23.02
478,Ghanzi,BW,2021-10-24 21:27:13,-21.5667,21.7833,74.12,18,12,6.33
479,Salinas,US,2021-10-24 21:27:13,36.6777,-121.6555,68.52,68,90,19.57
480,Loudi,CN,2021-10-24 21:27:14,27.7344,111.9944,52.7,73,0,2.06
481,Namibe,AO,2021-10-24 21:27:14,-15.1961,12.1522,64.56,83,0,5.08
482,Moroni,KM,2021-10-24 21:27:14,-11.7022,43.2551,78.66,84,9,2.51
483,Altay,CN,2021-10-24 21:27:15,47.8667,88.1167,30.58,59,15,4.47
484,Dong Xoai,VN,2021-10-24 21:27:15,11.5333,106.9167,72.81,94,100,3.56
485,Libertador General San Martin,AR,2021-10-24 21:27:15,-23.8064,-64.7876,85.95,24,1,8.52
486,Mattru,SL,2021-10-24 21:27:16,7.6244,-11.8332,74.8,96,100,2.8
487,Bressuire,FR,2021-10-24 21:27:16,46.9167,-0.5,54.05,77,57,7.34
488,Sao Filipe,CV,2021-10-24 21:27:16,14.8961,-24.4956,78.85,70,37,9.71
489,Cairns,AU,2021-10-24 21:26:26,-16.9167,145.7667,76.95,78,24,8.05
490,Manta,EC,2021-10-24 21:27:07,-0.95,-80.7333,76.78,83,75,8.05
491,Hulan Ergi,CN,2021-10-24 21:27:17,47.2042,123.6333,40.95,48,89,2.55
492,Carballo,ES,2021-10-24 21:27:17,43.213,-8.691,59.02,93,17,4.05
493,Hereford,GB,2021-10-24 21:27:17,52.0568,-2.7148,55.0,68,3,4.0
494,Sattahip,TH,2021-10-24 21:26:38,12.6664,100.9007,80.91,88,20,8.05
495,Oistins,BB,2021-10-24 21:27:18,13.0667,-59.5333,80.69,83,75,12.66
496,Sorland,NO,2021-10-24 21:27:18,67.667,12.6934,46.49,96,100,21.12
497,Namatanai,PG,2021-10-24 21:27:18,-3.6667,152.4333,81.27,76,89,5.82
498,Zeya,RU,2021-10-24 21:27:18,53.75,127.2667,33.67,94,83,3.2
499,Limbang,MY,2021-10-24 21:27:19,4.75,115.0,79.11,98,100,2.37
500,Aktas,KZ,2021-10-24 21:27:19,49.7789,72.9608,37.74,55,56,7.85
501,Hazorasp,UZ,2021-10-24 21:27:19,41.3194,61.0742,37.24,25,19,3.76
502,Iwanai,JP,2021-10-24 21:27:20,42.9744,140.5089,43.88,91,1,4.52
503,Ixtapa,MX,2021-10-24 21:27:20,20.7,-105.2,86.23,74,75,11.5
504,Ullapool,GB,2021-10-24 21:27:20,57.8987,-5.1604,51.35,84,80,11.21
505,Quang Ngai,VN,2021-10-24 21:27:20,15.1167,108.8,75.04,92,98,8.21
506,Hailey,US,2021-10-24 21:27:21,43.5196,-114.3153,42.66,87,90,5.75
507,Esparta,HN,2021-10-24 21:27:21,15.7437,-87.1766,93.99,72,100,4.59
508,Blythe,US,2021-10-24 21:27:21,33.6103,-114.5964,88.03,25,21,13.56
509,Alihe,CN,2021-10-24 21:27:22,50.5667,123.7167,33.12,79,6,2.59
510,Salmas,IR,2021-10-24 21:27:22,38.1973,44.7653,41.99,30,6,2.48
511,San Miguel De Cauri,PE,2021-10-24 21:27:22,-10.1,-76.5833,61.03,39,16,13.65
512,Sajovamos,HU,2021-10-24 21:27:22,48.1833,20.85,37.47,62,93,0.13
513,Kasimov,RU,2021-10-24 21:27:23,54.9411,41.3953,31.53,78,94,13.89
514,Peniche,PT,2021-10-24 21:27:23,39.3558,-9.3811,61.61,91,3,6.98
515,Yar-Sale,RU,2021-10-24 21:27:23,66.8333,70.8333,23.83,77,20,17.2
516,Kananga,CD,2021-10-24 21:27:24,-5.8958,22.4178,72.68,83,33,3.13
517,Mackenzie,CA,2021-10-24 21:27:24,55.2999,-123.1698,41.22,81,1,8.05
518,Eskisehir,TR,2021-10-24 21:23:29,39.7767,30.5206,48.11,76,40,11.5
519,Grindavik,IS,2021-10-24 21:27:22,63.8424,-22.4338,45.07,100,90,4.61
520,Hirara,JP,2021-10-24 21:27:24,24.8,125.2833,77.07,70,62,14.18
521,Aquiraz,BR,2021-10-24 21:27:25,-3.9014,-38.3911,82.49,72,12,9.91
522,Tolaga Bay,NZ,2021-10-24 21:25:31,-38.3667,178.3,60.89,76,78,7.25
523,Chimbote,PE,2021-10-24 21:25:41,-9.0853,-78.5783,66.83,75,7,11.12
524,Rapid City,US,2021-10-24 21:23:46,44.0805,-103.231,62.73,52,1,1.01
525,Roma,US,2021-10-24 21:25:12,43.2128,-75.4557,57.06,62,75,3.44
526,Maniitsoq,GL,2021-10-24 21:27:25,65.4167,-52.9,26.33,55,3,8.66
527,Ekhabi,RU,2021-10-24 21:27:26,53.5102,142.9671,33.98,94,22,11.27
528,Morro Bay,US,2021-10-24 21:27:26,35.3658,-120.8499,68.88,90,100,1.99
529,Kisangani,CD,2021-10-24 21:27:26,0.5167,25.2,70.29,99,100,0.29
530,Batticaloa,LK,2021-10-24 21:27:26,7.7102,81.6924,78.33,84,100,6.15
531,Oksfjord,NO,2021-10-24 21:27:27,70.2396,22.3479,27.52,88,100,12.35
532,Kodino,RU,2021-10-24 21:27:27,63.7198,39.6447,22.82,92,23,8.3
533,Henties Bay,NA,2021-10-24 21:27:27,-22.116,14.2845,59.86,91,0,2.42
534,Tilichiki,RU,2021-10-24 21:27:28,60.4667,166.1,5.99,93,50,8.61
535,Ngama,TD,2021-10-24 21:25:18,11.7833,17.1667,87.39,38,26,3.33
536,Tecoanapa,MX,2021-10-24 21:27:28,16.5167,-98.75,82.29,79,81,9.08
537,Olga,RU,2021-10-24 21:27:28,43.7444,135.2892,39.25,64,0,4.83
538,Umm Kaddadah,SD,2021-10-24 21:27:29,13.6017,26.6876,85.95,19,5,14.81
539,Mackay,AU,2021-10-24 21:27:29,-21.15,149.2,80.69,73,80,3.44
540,Tarnobrzeg,PL,2021-10-24 21:27:29,50.573,21.6794,36.84,87,68,5.82
541,Kamenka,RU,2021-10-24 21:27:30,51.3223,42.7678,37.87,87,99,13.91
542,Victor Harbor,AU,2021-10-24 21:27:30,-35.5667,138.6167,53.01,76,36,9.53
543,Bousso,TD,2021-10-24 21:27:30,10.4795,16.7117,83.59,53,85,3.87
544,Mwinilunga,ZM,2021-10-24 21:24:24,-11.7358,24.4293,63.72,91,99,2.53
545,Krasnoye,UA,2021-10-24 21:27:31,49.9145,24.6134,31.35,69,99,2.89
546,Virginia Beach,US,2021-10-24 21:27:31,36.8529,-75.978,77.04,62,20,13.8
547,Niamey,NE,2021-10-24 21:27:31,13.5137,2.1098,89.89,40,100,2.3
548,Sibolga,ID,2021-10-24 21:27:31,1.7427,98.7792,74.71,90,99,1.88
549,Shahpura,IN,2021-10-24 21:27:32,27.3833,75.9667,70.93,75,9,4.61
550,Khandyga,RU,2021-10-24 21:27:32,62.6667,135.6,21.11,97,100,1.81
551,Tonneins,FR,2021-10-24 21:27:32,44.3921,0.3124,50.67,83,1,2.75
552,Bukama,CD,2021-10-24 21:27:32,-9.2,25.85,71.47,88,100,3.0
553,Pingzhuang,CN,2021-10-24 21:27:33,42.0372,119.2889,44.38,53,89,2.62
554,Biscarrosse,FR,2021-10-24 21:27:33,44.3945,-1.1672,53.35,100,90,1.14
